rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
45	C30H54O5	[M + H3N + H]+	C30H57NO5	5148.505721185181	5148.505721185181	0.0	57	0.9893911655635356	1.3076568446482388	1.3076568446482388	0.4299444906741506	DG(13:2_14:0)	512.43117	717.9909896850586	10165_CCE1706_MZmine3_SIRIUS_fixed_41076
46	C36H65NO3	[M + O + H]+	C36H65NO4	5144.445048369895	5144.445048369895	0.0	48	0.9541505146370806	0.459410090676362	0.9242504980183748	-0.17693468647555433	Cer(d17:1_19:3)	576.49853	676.8170070648193	9682_CCE1706_MZmine3_SIRIUS_fixed_40011
47	C28H50O5	[M + H3N + H]+	C28H53NO5	5131.721522686116	5131.721522686116	0.0	51	0.9403760514596737	0.8257405906086317	1.3588886739588835	0.447031535235581	DG(13:2_12:0)	484.39987	686.3860130310059	9874_CCE1706_MZmine3_SIRIUS_fixed_40414
48	C38H58O6	[M + Na]+	C38H58O6	5127.859902169703	5127.859902169703	0.0	55	0.9332194031812808	1.6438472181132318	1.6438472181132318	3.9306077640900394	TG(10:4_17:2_8:1)	633.41505	635.0512361526489	8950_CCE1706_MZmine3_SIRIUS_fixed_38236
49	C31H56O5	[M + H3N + H]+	C31H59NO5	5125.995640830409	5125.995640830409	0.0	48	0.9821802935010486	1.5211490717100735	1.5578166209911366	0.955974214162522	DG(13:2_15:0)	526.44710	704.1689872741699	9959_CCE1706_MZmine3_SIRIUS_fixed_40619
50	C25H50NO7P	[M + H]+	C25H50NO7P	5119.991718967617	5116.417609334808	3.574109632809184	28	0.6137900698300984	0.9681277544461462	1.3758838980285328	0.8774415879332691	LPE(20:1)	508.34021	645.0555038452148	9192_CCE1706_MZmine3_SIRIUS_fixed_38895
51	C25H44NO7P	[M + H]+	C25H44NO7P	5117.12823330229	5117.12823330229	0.0	56	0.983267610848838	-0.6131799787158683	0.7276646804486602	-0.4410277859462084	LPE(20:4)	502.29259	594.6001963233862	8049_CCE1706_MZmine3_SIRIUS_fixed_35364
52	C24H44O5	[M + H3N + H]+	C24H47NO5	5108.962001330729	5105.087144218893	3.874857111836887	31	0.9315213554535824	0.6562372385811781	1.3845876075361931	0.3040445581504475	DG(16:0_5:1)	430.35283	657.3085069656372	9414_CCE1706_MZmine3_SIRIUS_fixed_39434
53	C21H43NO3	[M + H]+	C21H43NO3	5076.9465250543735	5070.662015784474	6.2845092698996785	32	0.955093559420813	0.6363915832444457	0.8153191646989951	0.3117043189884682	Cer(d11:0_10:0)	358.33168	371.2415215931833	4128_CCE1706_MZmine3_SIRIUS_fixed_20839
54	C24H40O5	[M + H3N + H]+	C24H43NO5	5072.650901658494	5072.472396914155	0.1785047443391512	35	0.9343761367770106	1.0817230290258868	1.1965615162816423	0.8033957538388765	DG(10:2_11:1)	426.32174	613.4569931030273	8460_CCE1706_MZmine3_SIRIUS_fixed_36633
55	C43H74NO8P	[M + H]+	C43H74NO8P	5063.334113358161	5063.334113358161	0.0	50	0.804799781158597	0.6149182560085551	0.8174340752830823	0.6934805024573816	PE(22:6_16:0)	764.52301	650.5449258379733	9281_CCE1706_MZmine3_SIRIUS_fixed_39138
56	C21H34O5	[M + Na]+	C21H34O5	5061.941625213542	5058.392783748744	3.5488414647977735	44	0.9062260305494072	1.0868759440080247	1.3708108456558694	2.9891119430202484	DG(8:0_10:3)	389.23101	623.7972428323701	8650_CCE1706_MZmine3_SIRIUS_fixed_37385
57	C43H74NO8P	[M + H]+	C43H74NO8P	5061.166388023692	5061.166388023692	0.0	49	0.9337333681189669	0.44330145065273974	0.9472108433444096	0.8092610169879924	PE(22:6_16:0)	764.52310	783.4399938583374	10449_CCE1706_MZmine3_SIRIUS_fixed_41778
58	C23H44NO7P	[M + H]+	C23H44NO7P	5053.755503042309	5050.685411115824	3.0700919264852677	31	0.8945480071757274	0.9621573734052933	1.1527544460202137	0.12007625507725636	LPE(18:2)	478.29287	598.2514929771423	8115_CCE1706_MZmine3_SIRIUS_fixed_35544
59	C34H65NO3	[M + H]+	C34H65NO3	5046.904480153694	5043.3697951846425	3.5346849690510824	31	0.909957033439193	0.7728010326978996	1.3309151405606863	0.43949981185447695	Cer(d18:2_16:0)	536.50396	639.213981628418	9050_CCE1706_MZmine3_SIRIUS_fixed_38493
60	C33H63NO3	[M + H]+	C33H63NO3	5042.723689918107	5038.985026328907	3.738663589199955	25	0.9529102692789079	-0.20879006303423392	0.834177965901054	-0.07545757685852167	Cer(d18:2_15:0)	522.48803	728.2099914550781	10157_CCE1706_MZmine3_SIRIUS_fixed_41053
61	C27H46NO7P	[M + H]+	C27H46NO7P	5040.391704168837	5040.391704168837	0.0	17	0.9854374294565452	0.2873065030469748	0.7239353647033518	-0.9021413177778074	LPC(19:5)	528.30799	572.614615820612	7503_CCE1706_MZmine3_SIRIUS_fixed_33745
62	C35H68NO8P	[M + H]+	C35H68NO8P	5036.333398588487	5036.333398588487	0.0	22	0.935158736436055	0.238554307001232	0.9279180191857028	0.30855258816832865	PE(16:1_14:0)	662.47574	641.7449855804443	9143_CCE1706_MZmine3_SIRIUS_fixed_38745
63	C25H52NO7P	[M + H]+	C25H52NO7P	5032.588619887193	5028.630604206666	3.958015680527227	7	0.992642731018246	0.4291218039565672	0.6262237767098298	0.024339677161532267	LPC(17:0)	510.35543	627.6206195354462	8716_CCE1706_MZmine3_SIRIUS_fixed_37588
64	C23H46NO7P	[M + H]+	C23H46NO7P	5018.051393337093	5015.742618313188	2.308775023905026	16	0.9318448883666277	0.08391629535747104	1.8986640177766918	-0.94386680990222	LPE(18:1)	480.30801	629.9150276184082	8838_CCE1706_MZmine3_SIRIUS_fixed_37927
65	C20H42NO7P	[M + H]+	C20H42NO7P	5014.7871499068015	5008.363958646979	6.423191259822388	7	1.0	0.6262237767098298	0.6262237767098298	0.047910295358827584	LPC(12:0)	440.27719	511.2768530845642	6370_CCE1706_MZmine3_SIRIUS_fixed_30859
66	C13H26NO8P	[M + H]+	C13H26NO8P	5011.05923963049	5011.05923963049	0.0	10	0.9935005050283253	0.35472124092247304	1.5515683805618714	0.6105851023509239	PC(3:0_2:0)	356.14710	50.780125111341476	291_CCE1706_MZmine3_SIRIUS_fixed_1101
67	C26H48NO7P	[M + H]+	C26H48NO7P	5010.844903093946	5010.844903093946	0.0	7	0.9959329873105685	-0.1141398048217796	0.41664698561503516	-0.34392304512590527	LPC(18:3)	518.32394	580.5810102407268	7732_CCE1706_MZmine3_SIRIUS_fixed_34365
68	C24H50NO7P	[M + Na]+	C24H50NO7P	5007.3013842105665	5007.3013842105665	0.0	12	0.9904692973302043	0.058692421467493885	0.8654802564099274	-0.8778625736544856	PC 16:0	518.32126	612.6997549904663	8392_CCE1706_MZmine3_SIRIUS_fixed_36444
69	C22H30O5	[M + Na]+	C22H30O5	4122.611346306249	4122.611346306249	0.0	40	0.7200572041473003	0.7878565105335634	1.6550096950488413	0.7118223584992615	DG(9:2_10:4)	397.19883	551.6664934158325	7161_CCE1706_MZmine3_SIRIUS_fixed_32706
70	C22H44NO7P	[M + H]+	C22H44NO7P	4068.942824643498	4062.906501327875	6.036323315623061	34	0.9541104199965341	0.3509272175109248	0.5915181036227191	-0.7274375674124826	LPE(17:1)	466.29248	600.1485051959753	8177_CCE1706_MZmine3_SIRIUS_fixed_35717
71	C37H70NO8P	[M + H]+	C37H70NO8P	4067.7893075741	4067.7893075741	0.0	33	0.9813058791655378	1.124369388719592	1.1610593799386	1.0483008797366102	PE(16:1_16:1)	688.49190	625.1819801330566	8643_CCE1706_MZmine3_SIRIUS_fixed_37353
71	C37H70NO8P	[M + H]+	C37H70NO8P	4067.3014267382196	4067.3014267382196	0.0	37	0.9824460962318018	1.1305557959781622	1.2729620104294306	0.9495398693710206	PE(16:1_16:1)	688.49184	645.6035432996314	9199_CCE1706_MZmine3_SIRIUS_fixed_38924
72	C41H72NO8P	[M + H]+	C41H72NO8P	4064.5163461345846	4064.5163461345846	0.0	46	0.9613272311212816	0.6555692548152665	1.37385460782526	0.1860937899009941	PE(20:5_16:0)	738.50697	644.412463051267	9114_CCE1706_MZmine3_SIRIUS_fixed_38666
