rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
42	C37H70NO8P	[M + H]+	C37H70NO8P	2010.4950854638698	2010.4950854638698	0.0	6	1.0	1.0170321001021199	1.3025010729877153	0.9495398693710206	PE(16:1_16:1)	688.49184	641.895731468324	5858_CCE1706_MZmine3_SIRIUS_1_38924
43	C26H54NO7P	[M + H]+	C26H54NO7P	2009.965631256119	2009.965631256119	0.0	4	1.0	0.26024423483810094	0.3729889254781251	-0.2568965489529641	PC 18:0	524.37093	648.7298748409376	5761_CCE1706_MZmine3_SIRIUS_1_38562
44	C27H46NO7P	[M + H]+	C27H46NO7P	2009.3587904530036	2009.3587904530036	0.0	4	1.0	0.4291218039565672	0.4291218039565672	-0.9021413177778074	PC 19:5	528.30799	572.7381374568995	4656_CCE1706_MZmine3_SIRIUS_1_33745
45	C25H52NO7P	[M + H]+	C25H52NO7P	2007.6301888422088	2007.6301888422088	0.0	3	0.893069306930693	0.3030756431305176	0.7211386023316925	-0.1363114339777991	LPE(20:0)	510.35535	645.3615117073059	5885_CCE1706_MZmine3_SIRIUS_1_39041
46	C30H50NO7P	[M + H]+	C30H50NO7P	2006.445664016823	2006.445664016823	0.0	3	1.0	-1.2086358727497275	2.2605517312396257	-1.4314918850997178	PC 22:6	568.33895	610.8255100250244	5247_CCE1706_MZmine3_SIRIUS_1_36415
47	C20H32O5	[M + H3N + H]+	C20H35NO5	1021.7468532242491	1018.1270978660639	3.6197553581852326	5	1.0	0.32655457040401487	1.0226726924528735	-0.9050729306671493	DG(8:0_9:3)	370.25846	605.1521432586014	5181_CCE1706_MZmine3_SIRIUS_1_36056
48	C21H42NO7P	[M + H]+	C21H42NO7P	1020.8791071085727	1014.591550817703	6.2875562908697	7	0.9797428905336969	-0.0039051955152177853	1.183244285079281	-0.8926625374083038	LPE(16:1)	452.27676	587.4041061539411	4832_CCE1706_MZmine3_SIRIUS_1_34473
49	C23H40NO7P	[M + H]+	C23H40NO7P	1016.018647730093	1009.6340064192118	6.384641310881181	5	0.9442119944211994	-0.021177690142507255	0.4537680876085976	-0.388824351112733	LPE(18:4)	474.26133	562.419500919641	4612_CCE1706_MZmine3_SIRIUS_1_33526
50	C23H48NO7P	[M + H]+	C23H48NO7P	1015.4586826185179	1008.7722982984258	6.6863843200920705	2	1.0	0.8157151661308865	0.8157151661308865	-0.18320364334006206	LPE(18:0)	482.32403	640.7116337120533	5770_CCE1706_MZmine3_SIRIUS_1_38602
51	C25H50NO7P	[M + H]+	C25H50NO7P	1015.3942565159869	1011.8201468831777	3.574109632809184	2	0.6323529411764706	1.1661293334489824	1.1661293334489824	0.8774415879332691	LPE(20:1)	508.34021	645.0555038452148	5854_CCE1706_MZmine3_SIRIUS_1_38895
52	C24H50NO7P	[M + H]+	C24H50NO7P	1015.1820633393804	1008.685686671119	6.496376668261354	2	1.0	1.2055121677399596	1.2055121677399596	-0.03915769649119754	LPE(19:0)	496.33975	627.8552341461182	5545_CCE1706_MZmine3_SIRIUS_1_37791
53	C22H44NO7P	[M + H]+	C22H44NO7P	1014.8055718186923	1008.7692485030693	6.036323315623061	2	1.0	-0.06598778345772946	0.06598778345772946	-0.7274375674124826	LPE(17:1)	466.29248	599.4439034163952	5107_CCE1706_MZmine3_SIRIUS_1_35717
54	C19H40NO7P	[M + H]+	C19H40NO7P	1014.7099879456895	1008.739686708015	5.970301237674494	2	1.0	-1.4771179927317235	1.4771179927317235	-0.41898326087058774	LPE(14:0)	426.26134	577.0667850435711	4650_CCE1706_MZmine3_SIRIUS_1_33731
55	C23H46NO7P	[M + H]+	C23H46NO7P	1014.3785310238609	1008.5519904871014	5.826540536759515	2	0.9922562478000704	1.5575822017992158	1.5575822017992158	-0.36156014705204736	LPE(18:1)	480.30829	614.7128860427695	5344_CCE1706_MZmine3_SIRIUS_1_36869
56	C23H44NO7P	[M + H]+	C23H44NO7P	1011.8778588622896	1008.8077669358044	3.0700919264852677	2	1.0	-0.656630569809765	0.656630569809765	0.12007625507725636	LPE(18:2)	478.29287	596.3157534599304	5062_CCE1706_MZmine3_SIRIUS_1_35544
57	C18H38NO7P	[M + H]+	C18H38NO7P	1008.776313890976	1008.776313890976	0.0	2	1.0	-0.6314723205002704	0.6314723205002704	0.15718808037245152	LPE(13:0)	412.24593	538.6090278625488	4283_CCE1706_MZmine3_SIRIUS_1_32092
58	C25H48NO7P	[M + H]+	C25H48NO7P	1008.5832207970506	1003.0110410594142	5.5721797376364	2	1.0	0.9723828224689509	0.9723828224689509	-0.7227813961630379	PC 17:2	506.32375	580.4990100860596	4799_CCE1706_MZmine3_SIRIUS_1_34330
59	C27H52NO7P	[M + H]+	C27H52NO7P	1008.5559086983004	1008.5559086983004	0.0	2	1.0	1.470189828410815	1.470189828410815	-0.07868977462628794	LPE(22:2)	534.35537	650.0439834594727	5911_CCE1706_MZmine3_SIRIUS_1_39123
60	C27H46NO7P	[M + H]+	C27H46NO7P	1008.5289025944277	1008.5289025944277	0.0	2	1.0	1.1063340927526046	1.1063340927526046	-0.8027622231759928	LPE(22:5)	528.30804	608.2747578620911	5221_CCE1706_MZmine3_SIRIUS_1_36246
61	C21H32O5	[M + Na]+	C21H32O5	1006.8856362288735	1003.5421048790716	3.343531349801866	2	1.0	0.4059282328117093	0.4059282328117093	1.0098967941657702	DG(9:1_9:3)	387.21459	573.7221558205783	4684_CCE1706_MZmine3_SIRIUS_1_33881
62	C25H50NO7P	[M + H]+	C25H50NO7P	1006.2576891615357	1002.6403928783607	3.617296283175096	2	1.0	0.4291218039565672	0.4291218039565672	-0.14450404634106218	PC 17:1	508.33969	600.111494064331	5104_CCE1706_MZmine3_SIRIUS_1_35680
63	C21H34O5	[M + Na]+	C21H34O5	1005.775415319614	1002.2265738548163	3.5488414647977735	2	1.0	1.0699174417395283	1.0699174417395283	2.9891119430202484	DG(8:0_10:3)	389.23101	623.5780306113884	5436_CCE1706_MZmine3_SIRIUS_1_37385
64	C22H46NO6P	[M + H]+	C22H46NO6P	1005.6990780689775	1002.304713461192	3.394364607785555	2	1.0	0.0913666657196347	0.0913666657196347	0.039200865043534885	PC 14:1	452.31357	573.1450080871582	4675_CCE1706_MZmine3_SIRIUS_1_33844
65	C23H50NO6P	[M + H]+	C23H50NO6P	1005.0996965542092	1001.993102476011	3.1065940781981802	2	1.0	0.0913666657196347	0.0913666657196347	-0.36550822638143543	PC 15:0	468.34468	601.2819957733154	5132_CCE1706_MZmine3_SIRIUS_1_35842
66	C26H54NO6P	[M + H]+	C26H54NO6P	1004.6272312675957	1001.2484787019745	3.3787525656212067	2	1.0	0.0913666657196347	0.0913666657196347	-0.0016450925068584948	PC 18:1	508.37615	628.3022403717041	5562_CCE1706_MZmine3_SIRIUS_1_37850
67	C24H52NO7P	[M - H2O + H]+	C24H50NO6P	1003.4530308084728	1001.7538324766226	1.6991983318501416	3	1.0	0.0913666657196347	0.0913666657196347	-37495.45492435417	PC 16:1	480.34467	599.1327193379402	5178_CCE1706_MZmine3_SIRIUS_1_36047
68	C42H76NO7P	[M + H]+	C42H76NO7P	998.6252575952972	998.6252575952972	0.0	2	1.0	0.4291218039565672	0.4291218039565672	-0.3917550023670403	PC 34:5	738.54293	651.4520072937012	5940_CCE1706_MZmine3_SIRIUS_1_39207
69	C19H36O5	[M + H]+	C19H36O5	230.5021816714562	222.54932068123273	7.952860990223473	58	0.9999999999999999	0.6149182560085551	0.7280125816524238	1.2514564303399809		345.26398	603.9300155639648	5151_CCE1706_MZmine3_SIRIUS_1_35948
70	C19H30O4	[M + H]+	C19H30O4	202.54537701745497	202.54537701745497	0.0	54	0.9972644516643164	-1.49112899104742	1.49112899104742	-1.9318179940049207		323.22106	550.5536537237763	4391_CCE1706_MZmine3_SIRIUS_1_32526
71	C25H40O9	[M + H3N + H]+	C25H43NO9	181.98476724449694	181.98476724449694	0.0	53	0.9930612329591433	0.7878771748329297	0.8272207239860225	-0.3124273702344238		502.30090	550.4771061121457	4394_CCE1706_MZmine3_SIRIUS_1_32533
72	C42H56O5	[M + H]+	C42H56O5	179.13950728878277	179.13950728878277	0.0	58	0.9918708408953418	0.6179526967335941	0.6241276656814597	-28078.87410171053		641.42026	784.0002923355528	6659_CCE1706_MZmine3_SIRIUS_1_41847
72	C42H56O5	[M + H]+	C42H56O5	177.63200150516522	177.63200150516522	0.0	58	0.9896035054644702	0.2873065030469748	0.6149182560085551	-28078.93573441746		641.42022	619.4903876017697	5394_CCE1706_MZmine3_SIRIUS_1_37207
73	C21H34O4	[M + H]+	C21H34O4	174.38298224675614	174.38298224675614	0.0	49	0.997177419354839	0.1826548011670368	0.36247333587146496	-51275.65259446773		351.25283	588.7647291557361	4945_CCE1706_MZmine3_SIRIUS_1_35009
